sub_num,trial_num,trial_type,relation1,relation2,pair1_word1,pair1_word2,pair2_word1,pair2_word2,rating,RT
1044,7,between-subtype,8b,8f,sadness,cry,food,nourishment,5,13576
1044,8,within-subtype,8h,8h,sunscreen,burns,moisturize,dryness,1,8078
1044,9,between-subtype,7f,7e,check,employee,lecture,child,5,10609
1044,10,within-subtype,3b,3b,jog,run,affection,love,2,7425
1044,11,attention check,,,representations,,simultaneously,,1,9370
1044,12,within-subtype,1b,1b,garment,skirt,artwork,sculpture,7,7310
1044,13,between-subtype,8d,8c,burnish,shine,chemical,firework,3,6173
1044,14,between-subtype,7a,7c,florist,flowers,writer,pen,3,6281
1044,15,between-subtype,9g,9a,senescence,cane,aquarium,fish,1,6132
1044,16,between-subtype,2i,2g,bird,lips,wall,bricks,1,4999
1044,17,between-type,8f,5c,punch,pain,ice,cold,7,5635
1044,18,within-subtype,8h,8h,sun,darkness,immunization,disease,7,4365
1044,19,between-subtype,5e,5g,dynamite,explode,excitement,happy,7,5833
1044,20,between-subtype,6e,6a,confidant,betray,love,hating,6,6572
1044,21,between-type,6c,2a,slavery,freedom,movie,scene,1,4249
1044,22,attention check,,,hummingbird,,hummingbird,,7,4590
1044,23,within-subtype,8f,8f,hug,comfort,medicine,recovery,4,5484
1044,24,within-subtype,3a,3a,raise,elevate,house,dwelling,3,4684
1044,25,within-subtype,5a,5a,water,wet,murderer,evil,5,5465
1044,26,within-subtype,5f,5f,golden,gleam,round,roll,7,5775
1044,27,within-subtype,7e,7e,instruct,subordinate,inspire,follower,7,5273
1044,28,within-subtype,6c,6c,deceit,truth,depression,joy,7,4154
1044,29,between-subtype,2h,2a,scholar,books,dog,tail,5,6066
1044,30,between-subtype,1d,1e,birds,crows,city,Dallas,7,5168
1044,31,between-subtype,6h,6g,wash,dirty,speed,slowly,7,7479
1044,32,within-subtype,10a,10a,wrinkle,age,cross,faith,5,6666
1044,33,attention check,,,anthropologist,,anthropologist,,7,5955
1044,34,between-subtype,7c,7g,surgeon,scalpel,carpet,vacuum,3,6394
1044,35,within-subtype,9f,9f,infancy,teething,autumn,equinox,7,4351
1044,36,between-subtype,4g,4h,fun,boring,leukemia,blood,1,4358
1044,37,between-subtype,5d,5e,angry,belligerence,baby,cry,2,4315
1044,38,within-subtype,8b,8b,pain,medicate,loneliness,socialize,7,4400
1044,39,between-type,7d,4f,donate,charity,rage,happiness,1,4832
1044,40,between-type,2g,5g,meal,food,withdrawal,timid,7,5569
1044,41,between-subtype,4e,4f,perplexed,certain,sterile,dirty,7,4113
1044,42,between-subtype,3d,3b,exaggerate,lie,ennui,boredom,3,5157
1044,43,between-subtype,8c,8h,electricity,lamp,fungicide,fungus,1,5640
1044,44,attention check,,,coincidence,,knowledgeable,,1,4574
1044,45,within-subtype,3c,3c,angry,enraged,breathe,hyperventilate,7,7314
1044,46,within-subtype,9b,9b,theater,play,kitchen,food,7,5472
1044,47,within-subtype,4g,4g,bright,dark,smiling,sad,7,4134
1044,48,within-subtype,5a,5a,diamond,shiny,mogul,wealth,7,5637
1044,49,between-type,7b,8d,salesperson,customer,shoot,kill,1,6562
1044,50,between-subtype,5i,5h,fire,burnt,comfort,hurting,1,6029
1044,51,between-subtype,2h,2a,bird,feathers,dog,tail,7,4624
1044,52,within-subtype,7d,7d,sweep,floor,clean,house,7,4292
1044,53,within-subtype,9h,9h,introduction,conclusion,narrative,epilogue,7,4340
1044,54,within-subtype,9d,9d,kitchen,oven,laboratory,reagents,7,4643
1046,1,between-subtype,5f,5g,buoyant,float,paint,artistic,6,6818
1046,2,between-type,4f,8d,catastrophic,beneficial,speak,communicate,6,6660
1046,3,between-subtype,9a,9c,aquarium,fish,library,reading,5,6936
1046,4,between-subtype,2i,2h,famine,food,scholar,books,3,7571
1046,5,between-subtype,7d,7h,sweep,floor,owner,deed,3,6975
1046,6,between-type,4e,3c,tall,short,wet,saturated,2,7893
1046,7,between-type,3d,6e,persuade,coerce,doctor,hurt,1,8334
1046,8,within-subtype,9g,9g,infancy,pacifier,toddler,walking,1,5788
1046,9,between-subtype,4b,4g,accept,reject,bright,dark,1,6818
1046,10,between-subtype,9i,9a,cloth,stitch,zoo,animals,4,7634
1046,11,attention check,,,coincidence,,knowledgeable,,3,12792
1046,12,between-subtype,5c,5f,ice,cold,unstable,fall,5,9834
1046,13,between-subtype,5c,5i,child,youth,exercise,fatigue,3,11237
1046,14,between-subtype,10c,10d,documentary,event,prescription,medication,6,5997
1046,15,within-subtype,2f,2f,house,roof,tree,branch,4,5870
1046,16,between-type,1a,10e,bird,swan,meteorology,weather,6,7989
1046,17,within-subtype,3c,3c,breathe,hyperventilate,angry,enraged,7,9075
1046,18,within-subtype,3c,3c,attraction,lust,nudging,shoving,4,5162
1046,19,between-subtype,9b,9d,dairy,milk,kitchen,pot,4,7426
1046,20,between-subtype,2b,2a,pack,wolf,bird,wings,5,6456
1046,21,within-subtype,5a,5a,mogul,wealth,diamond,shiny,6,5817
1046,22,attention check,,,anthropologist,,anthropologist,,7,8948
1046,23,within-subtype,6c,6c,novice,experience,sage,ignorance,4,5536
1046,24,within-subtype,6a,6a,solid,liquid,tidy,messy,1,10340
1046,25,between-subtype,1a,1e,weapon,spear,king,Arthur,1,7786
1046,26,between-subtype,6e,6b,immortal,die,inexorable,halted,4,8250
1046,27,between-subtype,4g,4a,hard,simple,rich,poor,4,11477
1046,28,between-subtype,6b,6f,impermeable,penetrated,cheerful,repine,3,4747
1046,29,within-subtype,2g,2g,bread,flour,lawn,grass,7,5321
1046,30,between-subtype,2g,2e,atmosphere,gas,cooking,frying,6,6116
1046,31,within-subtype,7d,7d,donate,charity,teach,student,6,5977
1046,32,within-subtype,2d,2d,zoo,lion,game,referee,4,5351
1046,33,attention check,,,representations,,simultaneously,,4,14481
1046,34,between-subtype,2a,2g,bicycle,wheel,house,bricks,5,11881
1046,35,between-type,9h,7c,step,journey,shooter,gun,6,7587
1046,36,within-subtype,7e,7e,perform,audience,preach,disciple,3,91822
1046,37,within-subtype,9h,9h,narrative,epilogue,previews,movie,6,7223
1046,38,within-subtype,10d,10d,map,city,pattern,dress,7,5446
1046,39,within-subtype,4e,4e,tall,short,precise,clumsy,4,7407
1046,40,between-subtype,3c,3a,hunger,starvation,house,home,7,6967
1046,41,between-subtype,1d,1b,clothing,shirts,lubricant,oil,5,4792
1046,42,within-subtype,7d,7d,clean,house,sweep,floor,7,11413
1046,43,within-subtype,10f,10f,bushes,trap,curtain,window,6,5121
1046,44,attention check,,,hummingbird,,hummingbird,,7,14348
1046,45,within-subtype,5g,5g,kissing,loving,withdrawal,timid,7,7536
1046,46,within-subtype,2e,2e,knitting,purling,cooking,peeling,5,9623
1046,47,within-subtype,9b,9b,mine,coal,dairy,milk,7,6956
1046,48,between-subtype,6h,6c,repair,damaged,famine,food,4,7520
1046,49,within-subtype,8a,8a,injury,pain,accident,damage,6,6039
1046,50,between-subtype,3f,3c,pillow,cushion,breathing,hyperventilating,5,6653
1046,51,within-subtype,10a,10a,wrinkle,age,crown,sovereignty,5,9837
1046,52,within-subtype,6c,6c,slums,prosperity,drought,water,7,6548
1046,53,between-type,10c,4f,recording,sound,disastrous,peaceful,4,9932
1046,54,between-subtype,2d,2b,concert,musician,pack,wolf,5,8832
1047,1,between-type,10c,4f,recording,sound,disastrous,peaceful,1,6753
1047,2,between-subtype,9i,9a,cloth,stitch,zoo,animals,6,6422
1047,3,within-subtype,10a,10a,wrinkle,age,crown,sovereignty,2,7635
1047,4,within-subtype,5a,5a,mogul,wealth,diamond,shiny,3,15823
1047,5,within-subtype,5g,5g,kissing,loving,withdrawal,timid,6,12683
1047,6,between-subtype,2a,2g,bicycle,wheel,house,bricks,7,4616
1047,7,between-subtype,2g,2e,atmosphere,gas,cooking,frying,6,8764
1047,8,between-subtype,3f,3c,pillow,cushion,breathing,hyperventilating,2,14935
1047,9,within-subtype,2f,2f,house,roof,tree,branch,6,5741
1047,10,within-subtype,6c,6c,novice,experience,sage,ignorance,1,8397
1047,11,attention check,,,hummingbird,,hummingbird,,7,6615
1047,12,between-subtype,4g,4a,hard,simple,rich,poor,7,5428
1047,13,between-subtype,9a,9c,aquarium,fish,library,reading,2,6720
1047,14,between-subtype,7d,7h,sweep,floor,owner,deed,7,6141
1047,15,within-subtype,3c,3c,breathe,hyperventilate,angry,enraged,6,6558
1047,16,between-subtype,9b,9d,dairy,milk,kitchen,pot,1,5730
1047,17,within-subtype,7d,7d,donate,charity,teach,student,6,6820
1047,18,within-subtype,8a,8a,injury,pain,accident,damage,7,8938
1047,19,between-subtype,4b,4g,accept,reject,bright,dark,7,4603
1047,20,within-subtype,10f,10f,bushes,trap,curtain,window,7,7632
1047,21,within-subtype,9h,9h,narrative,epilogue,previews,movie,2,7614
1047,22,attention check,,,coincidence,,knowledgeable,,1,8389
1047,23,between-subtype,1a,1e,weapon,spear,king,Arthur,7,15626
1047,24,between-type,4f,8d,catastrophic,beneficial,speak,communicate,1,4651
1047,25,between-type,4e,3c,tall,short,wet,saturated,1,5191
1047,26,between-subtype,5c,5i,child,youth,exercise,fatigue,1,13743
1047,27,between-type,9h,7c,step,journey,shooter,gun,1,5732
1047,28,within-subtype,2g,2g,bread,flour,lawn,grass,7,5004
1047,29,within-subtype,4e,4e,tall,short,precise,clumsy,7,4787
1047,30,within-subtype,10d,10d,map,city,pattern,dress,7,4597
1047,31,between-subtype,2d,2b,concert,musician,pack,wolf,7,5313
1047,32,within-subtype,2e,2e,knitting,purling,cooking,peeling,7,6942
1047,33,attention check,,,anthropologist,,anthropologist,,7,4719
1047,34,between-type,1a,10e,bird,swan,meteorology,weather,5,13400
1047,35,within-subtype,9b,9b,mine,coal,dairy,milk,7,9285
1047,36,between-subtype,6b,6f,impermeable,penetrated,cheerful,repine,7,5762
1047,37,between-subtype,6e,6b,immortal,die,inexorable,halted,7,5195
1047,38,within-subtype,7d,7d,clean,house,sweep,floor,7,4562
1047,39,between-subtype,6h,6c,repair,damaged,famine,food,7,7396
1047,40,within-subtype,2d,2d,zoo,lion,game,referee,7,5707
1047,41,within-subtype,3c,3c,attraction,lust,nudging,shoving,7,4740
1047,42,within-subtype,6c,6c,slums,prosperity,drought,water,7,5136
1047,43,between-subtype,5f,5g,buoyant,float,paint,artistic,4,8968
1047,44,attention check,,,representations,,simultaneously,,1,10120
1047,45,between-type,3d,6e,persuade,coerce,doctor,hurt,1,6841
1047,46,within-subtype,9g,9g,infancy,pacifier,toddler,walking,5,10794
1047,47,between-subtype,1d,1b,clothing,shirts,lubricant,oil,3,7047
1047,48,between-subtype,10c,10d,documentary,event,prescription,medication,5,15871
1047,49,between-subtype,2b,2a,pack,wolf,bird,wings,6,7154
1047,50,between-subtype,5c,5f,ice,cold,unstable,fall,7,15728
1047,51,between-subtype,2i,2h,famine,food,scholar,books,1,6037
1047,52,within-subtype,7e,7e,perform,audience,preach,disciple,6,7372
1047,53,within-subtype,6a,6a,solid,liquid,tidy,messy,7,5519
1047,54,between-subtype,3c,3a,hunger,starvation,house,home,7,11228
1048,1,within-subtype,9f,9f,winter,snow,winter,cold,5,8928
1048,2,between-subtype,4h,4g,leukemia,blood,fun,boring,1,6272
1048,3,between-subtype,7a,7g,florist,roses,criminal,handcuffs,2,5683
1048,4,within-subtype,2c,2c,quarter,pennies,poem,verses,4,5647
1048,5,within-subtype,6h,6h,groom,unkempt,repair,damaged,2,5192
1048,6,within-subtype,5a,5a,plain,flat,mogul,wealth,3,10443
1048,7,within-subtype,6e,6e,dead,breathe,confidant,betray,3,5314
1048,8,between-subtype,2e,2c,wrapping,taping,book,chapter,2,4714
1048,9,between-subtype,5a,5d,bigot,hateful,provocative,controversy,2,6944
1048,10,between-subtype,3b,3f,disdain,hatred,shovel,spoon,1,24805
1048,11,attention check,,,hummingbird,,hummingbird,,7,6056
1048,12,within-subtype,2a,2a,shoe,sole,clock,hand,5,5518
1048,13,within-subtype,9f,9f,autumn,equinox,infancy,teething,1,7386
1048,14,between-subtype,9e,9f,ditch,road,birthday,celebration,1,12832
1048,15,between-type,7h,2h,driver,license,doctor,phd,5,10072
1048,16,within-subtype,8h,8h,fungicide,mold,acetaminophen,headache,5,5748
1048,17,between-subtype,1e,1b,state,Virginia,shoe,sandal,6,5247
1048,18,between-type,4d,5g,forward,backward,sprint,fast,1,4429
1048,19,within-subtype,6e,6e,immortal,die,mountain,move,4,5077
1048,20,between-type,7a,1e,sculptor,sculpture,planet,Earth,1,5624
1048,21,between-subtype,2j,2g,widow,husband,wall,bricks,1,4399
1048,22,attention check,,,representations,,simultaneously,,1,4625
1048,23,between-subtype,2h,2e,bird,wings,baking,mixing,2,5794
1048,24,within-subtype,10f,10f,hat,hair,wrapper,package,6,5695
1048,25,between-subtype,9d,9g,playground,slide,senescence,wheelchair,3,7506
1048,26,between-subtype,8b,8c,disease,medicate,battery,phone,1,5502
1048,27,within-subtype,8h,8h,moisturize,dryness,sunscreen,burns,3,6928
1048,28,within-subtype,5f,5f,cowardly,surrender,golden,gleam,4,9016
1048,29,between-subtype,2c,2h,quarter,pennies,words,letters,7,4924
1048,30,between-type,3d,4b,chat,gossip,bright,dark,1,5976
1048,31,within-subtype,8h,8h,sunscreen,burns,water,thirst,4,7400
1048,32,between-subtype,7a,7g,architect,building,blackboard,chalk,1,10320
1048,33,attention check,,,anthropologist,,anthropologist,,7,5072
1048,34,between-subtype,5e,5d,baby,cry,angry,belligerence,1,5389
1048,35,within-subtype,7d,7d,eat,food,paint,picture,4,7256
1048,36,between-subtype,5g,5e,running,fast,water,flow,2,5081
1048,37,between-subtype,8h,8a,moisturize,dryness,loss,grief,1,4836
1048,38,between-subtype,4f,4h,rage,happiness,fracture,bone,1,6645
1048,39,within-subtype,6b,6b,irremediable,fixed,impermeable,penetrated,5,5826
1048,40,between-subtype,6h,6c,repair,damaged,destitution,abundance,3,16496
1048,41,between-type,8h,2h,locks,theft,mall,shops,1,6027
1048,42,between-type,4f,7d,rage,happiness,donate,charity,1,4100
1048,43,between-subtype,6d,6g,old,youth,stutter,steadily,6,5274
1048,44,attention check,,,coincidence,,knowledgeable,,1,4318
1048,45,between-subtype,6g,6d,stare,intermittently,full,empty,4,5273
1048,46,within-subtype,9a,9a,farm,tractor,bakery,cake,5,6568
1048,47,within-subtype,7f,7f,ribbon,winner,receipt,customer,6,4744
1048,48,within-subtype,4c,4c,fill,empty,peace,war,6,5285
1048,49,between-subtype,5d,5f,happy,contentment,sturdy,strong,4,5116
1048,50,within-subtype,9b,9b,kitchen,food,theater,play,5,4737
1048,51,within-subtype,6h,6h,discourage,confident,clean,messy,3,5994
1048,52,within-subtype,10e,10e,dermatology,skin,geology,earth,5,5400
1048,53,within-subtype,7a,7a,spinner,yarn,blacksmith,iron,5,4220
1048,54,between-subtype,8h,8c,fungicide,fungus,electricity,lamp,1,4490
1049,1,between-subtype,4g,4d,fun,reserved,forward,backward,6,11934
1049,2,between-subtype,2h,2b,bird,feathers,class,student,4,10787
1049,3,within-subtype,8c,8c,wood,fireplace,battery,phone,6,8262
1049,4,between-subtype,6h,6b,teach,ignorant,dead,revived,2,8559
1049,5,within-subtype,4f,4f,ancient,modern,miniscule,big,4,14284
1049,6,within-subtype,2c,2c,book,pages,book,chapters,2,10657
1049,7,within-subtype,8b,8b,thirsty,drink,anger,yell,3,10620
1049,8,within-subtype,8f,8f,food,nourishment,automobile,transportation,7,5257
1049,9,between-subtype,4d,4h,under,over,tumor,body,1,4953
1049,10,within-subtype,1e,1e,planet,Earth,city,Memphis,7,8524
1049,11,attention check,,,anthropologist,,anthropologist,,7,11691
1049,12,between-subtype,2a,2j,bicycle,wheel,prostitute,virginity,1,10518
1049,13,between-subtype,8e,8h,addict,fix,antibiotic,infection,2,13099
1049,14,within-subtype,2g,2g,atmosphere,gas,wine,alcohol,5,6373
1049,15,between-subtype,2i,2f,jesus,sins,automobile,trunk,1,5956
1049,16,between-subtype,9e,9g,margin,page,youth,backpack,1,14520
1049,17,within-subtype,7e,7e,inspire,follower,instruct,subordinate,6,13796
1049,18,between-subtype,9c,9h,pool,swimming,question,answer,3,9536
1049,19,within-subtype,7d,7d,cook,food,paint,canvas,4,12879
1049,20,within-subtype,4h,4h,gap,teeth,pimple,skin,5,12379
1049,21,within-subtype,1e,1e,university,Yale,ocean,Pacific,5,9867
1049,22,attention check,,,coincidence,,knowledgeable,,1,12054
1049,23,between-subtype,2b,2j,herd,elephant,divorcee,marriage,1,8652
1049,24,between-subtype,6a,6f,ecstasy,sad,awake,sleep,6,6887
1049,25,within-subtype,3h,3h,acceleration,speed,flood,water,5,6886
1049,26,between-subtype,2g,2i,wall,bricks,bird,lips,1,16657
1049,27,within-subtype,2j,2j,miscarriage,fetus,adult,childhood,1,5095
1049,28,between-subtype,5g,5e,excitement,happy,dynamite,explode,4,11601
1049,29,within-subtype,3h,3h,darken,color,dim,light,2,9310
1049,30,between-type,7g,5f,criminal,handcuffs,round,roll,1,9360
1049,31,between-subtype,2i,2c,unemployed,job,book,page,1,8466
1049,32,within-subtype,5e,5e,baby,cry,fire,burn,6,4710
1049,33,attention check,,,representations,,simultaneously,,1,7690
1049,34,within-subtype,4h,4h,gap,teeth,deafness,hearing,3,11393
1049,35,between-type,6c,1c,deceit,truth,beverage,water,1,5202
1049,36,between-type,4f,10c,freezing,warm,crown,king,1,6471
1049,37,between-subtype,6e,6b,pessimist,hope,wealthy,poor,5,5769
1049,38,between-subtype,10b,10c,kiss,love,replica,artwork,1,5310
1049,39,within-subtype,8h,8h,rest,exhaustion,locks,theft,1,14170
1049,40,between-subtype,2b,2i,arsenal,weapons,ocean,dryness,1,5077
1049,41,within-subtype,3e,3e,puppy,dog,associate,partner,1,6977
1049,42,within-subtype,8c,8c,mouse,computer,remote,tv,7,14706
1049,43,within-subtype,6f,6f,exhausted,run,angry,smile,2,8800
1049,44,attention check,,,hummingbird,,hummingbird,,7,6976
1049,45,between-subtype,3c,3a,worried,frantic,cellphone,mobile,5,9386
1049,46,between-type,2j,9i,divorcee,husband,tree,branch,2,12207
1049,47,within-subtype,4h,4h,chip,porcelain,miscarriage,pregnancy,2,6452
1049,48,between-subtype,5h,5a,help,helpless,paper,flimsy,1,5116
1049,49,between-subtype,9f,9b,winter,snow,mill,flour,5,10528
1049,50,between-type,8d,7b,shoot,kill,salesperson,customer,1,11724
1049,51,within-subtype,9h,9h,performance,applause,preview,movie,4,8526
1049,52,between-subtype,5f,5d,hot,burn,provocative,controversy,6,10504
1049,53,between-type,1c,6h,container,jug,sand,rough,2,8044
1049,54,between-subtype,6a,6e,love,hating,confidant,betray,5,6450
1050,1,between-subtype,7d,7h,sweep,floor,owner,deed,1,27901
1050,2,between-subtype,4b,4g,accept,reject,bright,dark,7,28344
1050,3,between-subtype,10c,10d,documentary,event,prescription,medication,1,35822
1050,4,between-subtype,9a,9c,aquarium,fish,library,reading,2,20457
1050,5,between-type,4e,3c,tall,short,wet,saturated,1,10037
1050,6,within-subtype,5g,5g,kissing,loving,withdrawal,timid,6,8667
1050,7,within-subtype,9b,9b,mine,coal,dairy,milk,7,10839
1050,8,within-subtype,10f,10f,bushes,trap,curtain,window,1,11263
1050,9,within-subtype,7d,7d,clean,house,sweep,floor,4,8187
1050,10,between-type,10c,4f,recording,sound,disastrous,peaceful,1,6851
1050,11,attention check,,,anthropologist,,anthropologist,,7,22831
1050,12,between-subtype,9i,9a,cloth,stitch,zoo,animals,6,11448
1050,13,between-subtype,3f,3c,pillow,cushion,breathing,hyperventilating,1,14262
1050,14,within-subtype,6a,6a,solid,liquid,tidy,messy,7,6026
1050,15,between-type,4f,8d,catastrophic,beneficial,speak,communicate,1,6443
1050,16,between-subtype,5c,5i,child,youth,exercise,fatigue,2,25421
1050,17,within-subtype,6c,6c,slums,prosperity,drought,water,7,7623
1050,18,within-subtype,9h,9h,narrative,epilogue,previews,movie,4,25557
1050,19,within-subtype,6c,6c,novice,experience,sage,ignorance,6,10545
1050,20,between-subtype,2i,2h,famine,food,scholar,books,1,7698
1050,21,between-subtype,5c,5f,ice,cold,unstable,fall,1,22205
1050,22,attention check,,,coincidence,,knowledgeable,,1,6861
1050,23,between-subtype,2a,2g,bicycle,wheel,house,bricks,6,9941
1050,24,between-subtype,6b,6f,impermeable,penetrated,cheerful,repine,5,23992
1050,25,within-subtype,8a,8a,injury,pain,accident,damage,7,7330
1050,26,within-subtype,10d,10d,map,city,pattern,dress,3,40580
1050,27,within-subtype,9g,9g,infancy,pacifier,toddler,walking,1,6849
1050,28,within-subtype,7e,7e,perform,audience,preach,disciple,1,6752
1050,29,between-subtype,5f,5g,buoyant,float,paint,artistic,5,8603
1050,30,between-subtype,2d,2b,concert,musician,pack,wolf,6,10796
1050,31,within-subtype,2g,2g,bread,flour,lawn,grass,7,33136
1050,32,between-subtype,2g,2e,atmosphere,gas,cooking,frying,1,34770
1050,33,attention check,,,representations,,simultaneously,,1,6373
1050,34,within-subtype,3c,3c,breathe,hyperventilate,angry,enraged,7,6474
1050,35,between-subtype,1d,1b,clothing,shirts,lubricant,oil,7,14772
1050,36,between-subtype,6e,6b,immortal,die,inexorable,halted,7,41365
1050,37,between-subtype,6h,6c,repair,damaged,famine,food,7,32217
1050,38,between-type,9h,7c,step,journey,shooter,gun,1,12799
1050,39,between-type,1a,10e,bird,swan,meteorology,weather,1,12237
1050,40,between-type,3d,6e,persuade,coerce,doctor,hurt,1,56482
1050,41,within-subtype,4e,4e,tall,short,precise,clumsy,1,8639
1050,42,between-subtype,3c,3a,hunger,starvation,house,home,7,8197
1050,43,within-subtype,2d,2d,zoo,lion,game,referee,1,26296
1050,44,attention check,,,hummingbird,,hummingbird,,7,7422
1050,45,between-subtype,2b,2a,pack,wolf,bird,wings,1,9400
1050,46,within-subtype,10a,10a,wrinkle,age,crown,sovereignty,5,28886
1050,47,between-subtype,9b,9d,dairy,milk,kitchen,pot,5,12428
1050,48,within-subtype,3c,3c,attraction,lust,nudging,shoving,5,8387
1050,49,between-subtype,1a,1e,weapon,spear,king,Arthur,4,40758
1050,50,within-subtype,2f,2f,house,roof,tree,branch,6,8824
1050,51,within-subtype,5a,5a,mogul,wealth,diamond,shiny,5,6789
1050,52,within-subtype,7d,7d,donate,charity,teach,student,4,35293
1050,53,between-subtype,4g,4a,hard,simple,rich,poor,6,28660
1050,54,within-subtype,2e,2e,knitting,purling,cooking,peeling,7,10636
1051,1,between-subtype,1d,1b,utensils,forks,instrument,violin,7,7252
1051,2,between-subtype,8d,8f,buy,own,exercise,fitness,7,5931
1051,3,within-subtype,4h,4h,pimple,skin,leukemia,blood,7,4173
1051,4,between-subtype,9a,9d,store,products,sew,needle,2,9052
1051,5,between-subtype,7e,7f,lecture,child,check,employee,2,5279
1051,6,between-type,8d,2c,advertise,promote,book,chapters,5,5179
1051,7,between-subtype,8f,8a,food,satiety,workout,sweat,5,5325
1051,8,between-subtype,3h,3e,flood,water,baby,adult,1,4811
1051,9,between-subtype,8d,8g,burnish,shine,phone,call,3,4114
1051,10,between-subtype,8h,8c,immunization,disease,gas,furnace,2,4166
1051,11,attention check,,,anthropologist,,anthropologist,,7,7508
1051,12,within-subtype,8a,8a,loss,grief,germs,sickness,6,5886
1051,13,within-subtype,9h,9h,previews,movie,shoot,recoil,2,4405
1051,14,within-subtype,5d,5d,angry,belligerence,happy,contentment,7,4305
1051,15,within-subtype,6e,6e,cat,bark,immortal,die,7,5802
1051,16,within-subtype,4g,4g,smiling,sad,bright,dark,7,4491
1051,17,within-subtype,1d,1d,fish,salmon,beverages,sodas,6,4101
1051,18,within-subtype,2h,2h,expert,experience,doctor,phd,7,4381
1051,19,within-subtype,10f,10f,password,access,burka,body,4,4457
1051,20,between-subtype,6d,6a,old,youth,ecstasy,sad,7,4709
1051,21,between-subtype,8e,8h,farmer,harvest,rest,exhaustion,1,6753
1051,22,attention check,,,hummingbird,,hummingbird,,7,4040
1051,23,between-subtype,7g,7c,wall,paint,musician,instrument,7,4616
1051,24,between-type,8f,9b,hug,comfort,factory,product,6,4291
1051,25,within-subtype,6h,6h,gild,plain,dress,naked,7,5716
1051,26,between-subtype,3e,3b,seedling,tree,giggle,laugh,6,5453
1051,27,within-subtype,5c,5c,pacifist,peace,winner,victory,7,4206
1051,28,within-subtype,1d,1d,animals,cows,jewelry,rings,7,4147
1051,29,between-subtype,3b,3d,ennui,boredom,exaggerate,lie,5,5528
1051,30,between-subtype,5b,5a,volatile,combustible,fire,heat,7,4131
1051,31,within-subtype,3a,3a,run,sprint,make,manufacture,7,5302
1051,32,within-subtype,6b,6b,impermeable,penetrated,invulnerable,harmed,2,4738
1051,33,attention check,,,representations,,simultaneously,,1,4052
1051,34,between-type,2d,3g,funeral,corpse,father,mother,5,6905
1051,35,within-subtype,6e,6e,mute,speak,miser,splurge,1,5159
1051,36,within-subtype,1d,1d,bedding,sheets,utensils,forks,6,4022
1051,37,between-subtype,2b,2d,album,songs,church,preacher,7,4605
1051,38,between-subtype,2d,2f,party,guests,church,sanctuary,7,4238
1051,39,within-subtype,9i,9i,shirt,button,ear,earplug,6,4328
1051,40,within-subtype,3d,3d,fuck,rape,hurt,kill,7,5848
1051,41,within-subtype,7e,7e,preach,disciple,pay,debtor,6,5729
1051,42,within-subtype,5a,5a,fire,heat,sunburn,painful,5,5221
1051,43,within-subtype,3h,3h,silence,noise,flood,water,2,4424
1051,44,attention check,,,coincidence,,knowledgeable,,1,3933
1051,45,between-type,5a,4a,tycoon,wealthy,large,small,1,5057
1051,46,between-type,8a,7f,repetition,boredom,medal,hero,5,5130
1051,47,between-subtype,9e,9g,margin,paper,adulthood,job,6,6089
1051,48,between-type,1b,5e,clothing,shirt,sun,shine,7,4450
1051,49,between-subtype,1e,1d,city,Dallas,birds,crows,6,5840
1051,50,between-subtype,2j,2h,widow,husband,mall,shops,3,5257
1051,51,between-subtype,7c,7g,barber,scissors,lock,key,6,4974
1051,52,between-subtype,4d,4a,forward,backward,young,old,7,4572
1051,53,between-subtype,4c,4h,offend,appease,crack,mirror,4,5935
1051,54,within-subtype,4c,4c,agree,argue,abandon,embrace,6,5150
1052,1,between-subtype,8f,8b,food,nourishment,sadness,cry,3,11864
1052,2,within-subtype,1b,1b,artwork,sculpture,garment,skirt,6,5418
1052,3,between-type,1d,2e,animals,cats,bathing,shampooing,1,5739
1052,4,between-type,7h,5a,doctor,phd,bigot,hateful,2,8363
1052,5,between-subtype,5b,5g,elastic,stretched,laugh,happy,3,6009
1052,6,between-subtype,6d,6a,invincible,defeated,integrity,dishonest,6,6851
1052,7,between-subtype,10d,10a,outline,paper,crossbones,poison,1,8322
1052,8,within-subtype,7a,7a,butcher,meat,florist,flowers,7,5467
1052,9,within-subtype,7b,7b,preacher,parishioner,parent,child,6,5731
1052,10,within-subtype,9h,9h,step,journey,introduction,speech,6,7106
1052,11,attention check,,,coincidence,,knowledgeable,,1,9150
1052,12,between-subtype,5g,5e,laugh,happy,rabbit,hop,1,11831
1052,13,within-subtype,10a,10a,diploma,education,crown,royalty,7,6187
1052,14,within-subtype,1e,1e,state,Virginia,lake,Michigan,7,11778
1052,15,between-type,9g,10e,adolescence,acne,criminology,crimes,2,7732
1052,16,between-subtype,8b,8c,coldness,shiver,battery,flashlight,1,8251
1052,17,between-subtype,2a,2h,dog,tail,scholar,books,4,5204
1052,18,within-subtype,4h,4h,miscarriage,pregnancy,pimple,face,2,15314
1052,19,within-subtype,6d,6d,pretty,ugly,deceptive,honest,6,8564
1052,20,within-subtype,8d,8d,buy,own,wash,clean,5,7730
1052,21,within-subtype,2g,2g,house,bricks,sweater,wool,7,4699
1052,22,attention check,,,anthropologist,,anthropologist,,7,5761
1052,23,between-subtype,9b,9h,lake,fishing,ingestion,digestion,3,6726
